duration,joint_1,joint_2
3.0  , 0.0             , 0.0
-1      , 허리 빙글~
-1      , 오른쪽~
1.6  , 20.00           , -70.00
0.4  , 20.00           , -70.00

-1      , 왼쪽!
1.8  , 0.00            , 0.0
1.6   , 20.00            , 70.00
0.4   , 20.00            , 70.00

-1      , 일단 다시 가운데
1.8  , 0.0             , 0.00
-1      , 허리 빙글 -> ~

3.0  , 0.0             , 0.0

