duration,joint_1,joint_2,joint_3
1.0,2.7925253,30.599628,57.67835
1.5,2.3336481e-08,89.99998,99.999985
1.0,2.3336481e-08,89.99998,99.999985
1.5,2.7925253,30.599628,57.67835
1.0,2.7925253,30.599628,57.67835
