duration,joint_1,joint_2
1.0,-0.0010285222,5.2611285e-05
0.2,10.0,5.2613195e-05
0.2,-7.335711e-09,5.261259e-05
0.2,9.999999,5.2613774e-05
0.2,-8.349923e-09,5.2612675e-05
1.0,-0.0010285222,5.2611285e-05

