duration,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7
0.5,-0.15349042,-4.7671323,16.569784,-19.301376,90.20843,2.35417,0.21523364
0.1,-0.15349065,-4.767027,16.570208,-19.301306,90.20833,2.3542337,0.21528834
0.1,-0.15348174,-4.7670255,16.570211,-19.30138,90.20832,2.3542337,0.21525693
0.1,-0.1535001,-4.76703,16.570215,-19.301373,90.208275,2.3542352,0.21527879
0.1,-0.15348189,-4.7670255,16.570215,-19.30139,90.2083,2.3542337,0.21525681

