duration,joint_1,joint_2
0.5,0.10128677,0.00037790684
1.5,13.199999,0.00037789744
1.0,-25.899994,0.0003779069
0.8,-25.899994,0.0003779069

1.0,0.0,10.0
0.2,0.0,10.0
0.2,0.0,-10.0
0.1,0.0,10.0

-1, 뉴트럴 포즈 돌아가기
0.5,0.10128677,0.00037790684
