duration,joint_1,joint_2,joint_3,joint_4
2.0,-19.001299,63.99731,27.505138,18.333162
3.5,-19.001328,63.99718,27.505106,18.333145

-1, 뉴트럴 포즈 돌아가기
2.0,-19.001299,63.99731,27.505138,18.333162
