duration,joint_1,joint_2,joint_3,joint_4
2.0,4.799525,13.799697,60.89959,45.958668
3.5,4.799522,-0.09999971,0.20000222,45.958675

-1, 뉴트럴 포즈 돌아가기
2.0,4.799525,13.799697,60.89959,45.958668
