duration,joint_1,joint_2,joint_3,joint_4
2.0,2.3996844,22.799255,62.399048,47.090706
3.5,2.399684,-0.3999993,0.2000017,47.09076

-1, 뉴트럴 포즈 돌아가기
2.0,2.3996844,22.799255,62.399048,47.090706
