duration,joint_1,joint_2,joint_3,joint_4
1.0,2.799747,30.598804,57.69925,43.543903
3.5,2.799743,-0.39999902,0.900002,43.543934

-1, 뉴트럴 포즈 돌아가기
2.0,2.799747,30.598804,57.69925,43.543903
