duration,joint_1,joint_2,joint_3,joint_4
2.0,-1.4999269,36.498585,58.999416,44.524906
3.5,-1.4999253,1.1413857e-06,0.20000137,44.524906

-1, 뉴트럴 포즈 돌아가기
2.0,-1.4999269,36.498585,58.999416,44.524906
