duration ,joint_1   ,joint_2   ,joint_3
     1.0 ,2.8       ,30.6      ,57.7

     3   ,2.7975516 ,30.598406 ,57.67523
     
     3   ,2.7975507 ,30.598446 ,57.67507
     
     1   ,2.7975512 ,30.598402 ,57.67514
     1   ,2.7975512 ,30.598402 ,57.67514

     3.0 ,2.8       ,30.6      ,57.7

