duration ,joint_1    ,joint_2   ,joint_3
     1.0 ,-1.5       ,36.5      ,59.0

     4.0   ,-1.4995906 ,36.50123  ,58.976795
     
     4.0   ,-1.4995602 ,36.500393 ,58.97476
     
     0.5 ,-1.4995936 ,79.99999  ,58.976837
     0.5 ,-1.4995936 ,79.99999  ,58.976837
     0.5 ,-1.4995936 ,79.99999  ,58.976837
     0.5 ,-1.4995936 ,79.99999  ,58.976837

     3.0 ,-1.5       ,36.5      ,59.0

