duration,joint_1,joint_2
3.0  , 0.0             , 0.0

-1      , 마지막 팔짱~
2.4  , 0.0             , 0.00


-1      , 뒤로 살짝 기대기.
1.0 , 0.0             , -5.0
5.0  , 0.0             , -10.0
2.0  , 0.0             , 0.00
2.0  , 0.0             , 0.00
-1      , 마지막 팔짱 -> ~

3.0  , 0.0             , 0.0

